event_id,match_id,team,event_team,event_time,event_type,action_player_1,action_player_2
556,32,Ecuador,home,85.0,Substitution, Jackson Porozo , Ángelo Preciado 
557,32,Senegal,away,95.0,Substitution, Pape Abou Cissé , Boulaye Dia 
558,33,Uruguay,away,6.0,Yellow card, Rodrigo Bentancur ,sin información
559,33,Portugal,home,38.0,Yellow card, Rúben Neves ,sin información
560,33,Portugal,home,42.0,Substitution, Raphaël Guerreiro , Nuno Mendes 
561,33,Uruguay,away,44.0,Yellow card, Mathías Olivera ,sin información
562,33,Portugal,home,54.0,Goal, Bruno Fernandes , Raphaël Guerreiro 
563,33,Uruguay,away,62.0,Substitution, Giorgian de Arrascaeta , Matías Vecino 
564,33,Uruguay,away,62.0,Substitution, Facundo Pellistri , Diego Godín 
565,33,Portugal,home,69.0,Substitution, Rafael Leão , Rúben Neves 
566,33,Uruguay,away,72.0,Substitution, Maxi Gómez , Darwin Núñez 
567,33,Uruguay,away,73.0,Substitution, Luis Suárez , Edinson Cavani 
568,33,Portugal,home,77.0,Yellow card, João Félix ,sin información
569,33,Portugal,home,82.0,Substitution, Matheus Nunes , João Félix 
570,33,Portugal,home,82.0,Substitution, Gonçalo Ramos , Cristiano Ronaldo 
571,33,Portugal,home,82.0,Substitution, João Palhinha , William Carvalho 
572,33,Uruguay,away,86.0,Substitution, Matías Viña , Mathías Olivera 
573,33,Portugal,home,89.0,Yellow card, Rúben Dias ,sin información
574,33,Portugal,home,93.0,Penalty, Bruno Fernandes , Penalty 
575,34,Brazil,home,45.0,Substitution, Rodrygo , Lucas Paquetá 
576,34,Switzerland,away,50.0,Yellow card, Fabian Rieder ,sin información
577,34,Brazil,home,52.0,Yellow card, Fred ,sin información
578,34,Brazil,home,58.0,Substitution, Bruno Guimarães , Fred 
579,34,Switzerland,away,59.0,Substitution, Edimilson Fernandes , Ruben Vargas 
580,34,Switzerland,away,59.0,Substitution, Renato Steffen , Fabian Rieder 
581,34,Brazil,home,65.0,Disallowed goal,Disallowed goal,sin información
582,34,Brazil,home,73.0,Substitution, Gabriel Jesus , Richarlison 
583,34,Brazil,home,73.0,Substitution, Antony , Raphinha 
584,34,Switzerland,away,76.0,Substitution, Michel Aebischer , Djibril Sow 
585,34,Switzerland,away,76.0,Substitution, Haris Seferovic , Breel Embolo 
586,34,Brazil,home,83.0,Goal, Casemiro , Rodrygo 
587,34,Switzerland,away,86.0,Substitution, Fabian Frei , Silvan Widmer 
588,34,Brazil,home,86.0,Substitution, Alex Telles , Alex Sandro 
589,35,Ghana,away,21.0,Yellow card, Daniel Amartey ,sin información
590,35,Ghana,away,24.0,Goal, Mohammed Salisu ,sin información
591,35,South Korea,home,27.0,Yellow card, Jung Woo-young ,sin información
592,35,Ghana,away,34.0,Goal, Mohammed Kudus , Jordan Ayew 
593,35,South Korea,home,45.0,Substitution, Na Sang-ho , Jeong Woo-yeong 
594,35,South Korea,home,57.0,Substitution, Lee Kang-in , Kwon Chang-hoon 
595,35,South Korea,home,58.0,Goal, Cho Gue-sung , Lee Kang-in 
596,35,South Korea,home,61.0,Goal, Cho Gue-sung , Kim Jin-su 
597,35,Ghana,away,68.0,Goal, Mohammed Kudus , Iñaki Williams 
598,35,Ghana,away,73.0,Yellow card, Tariq Lamptey ,sin información
599,35,South Korea,home,77.0,Yellow card, Kim Young-gwon ,sin información
600,35,Ghana,away,78.0,Substitution, Daniel-Kofi Kyereh , André Ayew 
601,35,Ghana,away,78.0,Substitution, Denis Odoi , Tariq Lamptey 
602,35,Ghana,away,78.0,Substitution, Kamaldeen Sulemana , Jordan Ayew 
603,35,South Korea,home,79.0,Substitution, Hwang Ui-jo , Jung Woo-young 
604,35,Ghana,away,83.0,Substitution, Alexander Djiku , Mohammed Kudus 
605,35,Ghana,away,88.0,Substitution, Baba Rahman , Gideon Mensah 
606,35,South Korea,home,92.0,Substitution, Kwon Kyung-won , Kim Min-jae 
607,36,Cameroon,home,24.0,Yellow card, Nicolas Nkoulou ,sin información
608,36,Cameroon,home,29.0,Goal, Jean-Charles Castelletto ,sin información
609,36,Cameroon,home,30.0,Yellow card, Christian Bassogog ,sin información
610,36,Serbia,away,46.0,Goal, Strahinja Pavlović , Dušan Tadić 
611,36,Serbia,away,48.0,Goal, Sergej Milinković-Savić , Andrija Živković 
612,36,Serbia,away,49.0,Yellow card, Luka Jović ,sin información
613,36,Serbia,away,53.0,Goal, Aleksandar Mitrović , Andrija Živković 
614,36,Cameroon,home,55.0,Substitution, Vincent Aboubakar , Martin Hongla 
615,36,Serbia,away,56.0,Substitution, Stefan Mitrović , Strahinja Pavlović 
616,36,Cameroon,home,63.0,Goal, Vincent Aboubakar , Jean-Charles Castelletto 
617,36,Cameroon,home,66.0,Goal, Eric Maxim Choupo-Moting , Vincent Aboubakar 
618,36,Cameroon,home,67.0,Substitution, Gaël Ondoua , Pierre Kunde 
619,36,Cameroon,home,67.0,Substitution, Christian Bassogog , Karl Toko Ekambi 
620,36,Serbia,away,78.0,Substitution, Srđan Babić , Milos Veljkovic 
621,36,Serbia,away,78.0,Substitution, Nemanja Radonjić , Andrija Živković 
622,36,Serbia,away,79.0,Substitution, Marko Grujić , Sergej Milinković-Savić 
623,36,Cameroon,home,81.0,Substitution, Samuel Oum Gouet , André-Frank Zambo Anguissa 
624,36,Cameroon,home,81.0,Substitution, Georges-Kévin Nkoudou , Bryan Mbeumo 
625,36,Serbia,away,92.0,Substitution, Filip Đuričić , Filip Kostić 
626,36,Serbia,away,93.0,Yellow card, Nikola Milenković ,sin información
627,37,Germany,away,37.0,Yellow card, Thilo Kehrer ,sin información
628,37,Germany,away,39.0,Disallowed goal,Disallowed goal,sin información
629,37,Spain,home,44.0,Yellow card, Sergio Busquets ,sin información
630,37,Spain,home,54.0,Substitution, Álvaro Morata , Ferran Torres 
631,37,Germany,away,58.0,Yellow card, Leon Goretzka ,sin información
632,37,Germany,away,60.0,Yellow card, Joshua Kimmich ,sin información
633,37,Spain,home,62.0,Goal, Álvaro Morata , Jordi Alba 
634,37,Spain,home,66.0,Substitution, Koke , Marco Asensio 
635,37,Spain,home,66.0,Substitution, Nico Williams , Gavi 
636,37,Germany,away,70.0,Substitution, Leroy Sané , Ilkay Gündoğan 
637,37,Germany,away,70.0,Substitution, Niclas Füllkrug , Thomas Müller 
638,37,Germany,away,70.0,Substitution, Lukas Klostermann , Thilo Kehrer 
639,37,Spain,home,82.0,Substitution, Alejandro Baldé , Jordi Alba 
640,37,Germany,away,83.0,Goal, Niclas Füllkrug , Jamal Musiala 
641,37,Germany,away,85.0,Substitution, Jonas Hofmann , Serge Gnabry 
642,37,Germany,away,87.0,Substitution, Nico Schlotterbeck , David Raum 
643,38,Canada,away,2.0,Goal, Alphonso Davies , Tajon Buchanan 
644,38,Croatia,home,36.0,Goal, Andrej Kramarić , Ivan Perišić 
645,38,Croatia,home,44.0,Goal, Marko Livaja , Josip Juranović 
646,38,Canada,away,45.0,Substitution, Ismaël Koné , Stephen Eustáquio 
647,38,Canada,away,45.0,Substitution, Jonathan Osorio , Cyle Larin 
648,38,Canada,away,52.0,Yellow card, Tajon Buchanan ,sin información
649,38,Croatia,home,56.0,Yellow card, Dejan Lovren ,sin información
650,38,Croatia,home,60.0,Substitution, Bruno Petković , Marko Livaja 
651,38,Canada,away,62.0,Substitution, Junior Hoilett , Richie Laryea 
652,38,Croatia,home,70.0,Goal, Andrej Kramarić , Ivan Perišić 
653,38,Canada,away,72.0,Substitution, Lucas Cavallini , Jonathan David 
654,38,Croatia,home,73.0,Substitution, Nikola Vlašić , Andrej Kramarić 
655,38,Canada,away,73.0,Substitution, Sam Adekugbe , Atiba Hutchinson 
656,38,Canada,away,85.0,Yellow card, Kamal Miller ,sin información
657,38,Croatia,home,85.0,Yellow card, Luka Modrić ,sin información
658,38,Croatia,home,86.0,Substitution, Mislav Oršić , Ivan Perišić 
659,38,Croatia,home,86.0,Substitution, Mario Pašalić , Luka Modrić 
660,38,Croatia,home,86.0,Substitution, Lovro Majer , Mateo Kovačić 
661,38,Croatia,home,94.0,Goal, Lovro Majer , Mislav Oršić 
662,39,Belgium,home,28.0,Yellow card, Amadou Onana ,sin información
663,39,Morocco,away,47.0,Disallowed goal,Disallowed goal,sin información
664,39,Belgium,home,60.0,Substitution, Youri Tielemans , Amadou Onana 
665,39,Belgium,home,60.0,Substitution, Dries Mertens , Eden Hazard 
666,39,Morocco,away,67.0,Substitution, Yahia Attiyat Allah , Selim Amallah 
667,39,Morocco,away,68.0,Substitution, Abdelhamid Sabiri , Achraf Hakimi 
668,39,Morocco,away,73.0,Goal, Romain Saïss , Abdelhamid Sabiri 
669,39,Morocco,away,73.0,Substitution, Zakaria Aboukhlal , Sofiane Boufal 
670,39,Morocco,away,73.0,Substitution, Abderrazak Hamdallah , Youssef En-Nesyri 
671,39,Belgium,home,75.0,Substitution, Leandro Trossard , Thorgan Hazard 
672,39,Belgium,home,75.0,Substitution, Charles De Ketelaere , Michy Batshuayi 
673,39,Morocco,away,78.0,Substitution, Jawad El Yamiq , Azzedine Ounahi 
674,39,Belgium,home,81.0,Substitution, Romelu Lukaku , Thomas Meunier 
675,39,Morocco,away,92.0,Goal, Zakaria Aboukhlal , Hakim Ziyech 
676,39,Morocco,away,95.0,Yellow card, Abdelhamid Sabiri ,sin información
677,40,Costa Rica,away,41.0,Yellow card, Anthony Contreras ,sin información
678,40,Japan,home,44.0,Yellow card, Miki Yamane ,sin información
679,40,Japan,home,45.0,Substitution, Hiroki Ito , Yuto Nagatomo 
680,40,Japan,home,45.0,Substitution, Takuma Asano , Ayase Ueda 
681,40,Costa Rica,away,61.0,Yellow card, Celso Borges ,sin información
682,40,Japan,home,62.0,Substitution, Kaoru Mitoma , Miki Yamane 
683,40,Costa Rica,away,65.0,Substitution, Brandon Aguilera , Gerson Torres 
684,40,Costa Rica,away,65.0,Substitution, Jewison Bennette , Anthony Contreras 
685,40,Japan,home,67.0,Substitution, Junya Ito , Ritsu Dōan 
686,40,Costa Rica,away,70.0,Yellow card, Francisco Calvo ,sin información
687,40,Costa Rica,away,81.0,Goal, Keysher Fuller , Yeltsin Tejeda 
688,40,Japan,home,82.0,Substitution, Takumi Minamino , Yuki Soma 
689,40,Japan,home,84.0,Yellow card, Ko Itakura ,sin información
690,40,Costa Rica,away,89.0,Substitution, Youstin Salas , Celso Borges 
691,40,Japan,home,93.0,Yellow card, Wataru Endo ,sin información
692,40,Costa Rica,away,95.0,Substitution, Daniel Chacón , Joel Campbell 
693,41,Mexico,away,22.0,Yellow card, Néstor Araujo ,sin información
694,41,Mexico,away,42.0,Substitution, Érick Gutiérrez , Andrés Guardado 
695,41,Argentina,home,43.0,Yellow card, Gonzalo Montiel ,sin información
696,41,Mexico,away,50.0,Yellow card, Érick Gutiérrez ,sin información
697,41,Argentina,home,57.0,Substitution, Enzo Fernández , Guido Rodríguez 
698,41,Argentina,home,63.0,Substitution, Julián Álvarez , Lautaro Martínez 
699,41,Argentina,home,63.0,Substitution, Nahuel Molina , Gonzalo Montiel 
700,41,Argentina,home,64.0,Goal, Lionel Messi , Ángel Di María 
701,41,Mexico,away,66.0,Substitution, Uriel Antuna , Alexis Vega 
702,41,Mexico,away,66.0,Yellow card, Héctor Herrera ,sin información
703,41,Mexico,away,66.0,Substitution, Raúl Jiménez , Kevin Álvarez 
704,41,Argentina,home,69.0,Substitution, Cristian Romero , Ángel Di María 
705,41,Argentina,home,69.0,Substitution, Exequiel Palacios , Alexis Mac Allister 
706,41,Mexico,away,73.0,Substitution, Roberto Alvarado , Hirving Lozano 
707,41,Argentina,home,87.0,Goal, Enzo Fernández , Lionel Messi 
708,41,Mexico,away,89.0,Yellow card, Roberto Alvarado ,sin información
709,42,Denmark,away,20.0,Yellow card, Andreas Christensen ,sin información
710,42,Denmark,away,23.0,Yellow card, Andreas Cornelius ,sin información
711,42,France,home,43.0,Yellow card, Jules Koundé ,sin información
712,42,Denmark,away,45.0,Substitution, Martin Braithwaite , Andreas Cornelius 
713,42,France,home,61.0,Goal, Kylian Mbappé , Theo Hernandez 
714,42,France,home,62.0,Substitution, Marcus Thuram , Olivier Giroud 
715,42,Denmark,away,68.0,Goal, Andreas Christensen , Joachim Andersen 
716,42,Denmark,away,73.0,Substitution, Kasper Dolberg , Mikkel Damsgaard 
717,42,France,home,75.0,Substitution, Ibrahima Konaté , Raphaël Varane 
718,42,France,home,75.0,Substitution, Kingsley Coman , Ousmane Dembélé 
719,42,Denmark,away,85.0,Substitution, Christian Nørgaard , Jesper Lindstrøm 
720,42,France,home,86.0,Goal, Kylian Mbappé , Antoine Griezmann 
721,42,Denmark,away,92.0,Substitution, Alexander Bah , Rasmus Kristensen 
722,42,France,home,93.0,Substitution, Youssouf Fofana , Antoine Griezmann 
723,43,Poland,home,15.0,Yellow card, Jakub Kiwior ,sin información
724,43,Poland,home,16.0,Yellow card, Matty Cash ,sin información
725,43,Poland,home,19.0,Yellow card, Arek Milik ,sin información
726,43,Saudi Arabia,away,20.0,Yellow card, Abdulellah Al-Malki ,sin información
727,43,Poland,home,39.0,Goal, Piotr Zieliński , Robert Lewandowski 
728,43,Saudi Arabia,away,46.0,Missed penalty, Salem Al-Dawsari , Missed penalty 
729,43,Saudi Arabia,away,49.0,Yellow card, Abdulelah Al-Amri ,sin información
730,43,Saudi Arabia,away,45.0,Substitution, Nawaf Al-Abed , Sami Al-Najei 
731,43,Poland,home,63.0,Substitution, Jakub Kamiński , Piotr Zieliński 
732,43,Saudi Arabia,away,65.0,Substitution, Sultan Al-Ghanam , Mohammed Al-Breik 
733,43,Poland,home,71.0,Substitution, Krzysztof Piątek , Arek Milik 
734,43,Poland,home,82.0,Goal, Robert Lewandowski ,sin información
735,43,Saudi Arabia,away,85.0,Substitution, Abdulrahman Al-Aboud , Abdulellah Al-Malki 
736,43,Saudi Arabia,away,86.0,Substitution, Nasser Al-Dawsari , Saleh Al-Shehri 
737,43,Saudi Arabia,away,95.0,Substitution, Hattan Bahebri , Nawaf Al-Abed 
738,44,Australia,away,23.0,Goal, Mitchell Duke ,sin información
739,44,Tunisia,home,26.0,Yellow card, Aïssa Laïdouni ,sin información
740,44,Tunisia,home,45.0,Substitution, Ferjani Sassi , Mohamed Dräger 
741,44,Australia,away,64.0,Substitution, Jamie Maclaren , Mitchell Duke 
742,44,Australia,away,64.0,Substitution, Ajdin Hrustić , Riley McGree 
743,44,Tunisia,home,64.0,Yellow card, Ali Abdi ,sin información
744,44,Tunisia,home,67.0,Substitution, Wahbi Khazri , Aïssa Laïdouni 
745,44,Tunisia,home,73.0,Substitution, Taha Yassine Khenissi , Issam Jebali 
746,44,Tunisia,home,73.0,Substitution, Wajdi Kechrida , Dylan Bronn 
747,44,Australia,away,75.0,Substitution, Miloš Degenek , Fran Karačić 
748,44,Australia,away,85.0,Substitution, Awer Mabil , Craig Goodwin 
749,44,Australia,away,85.0,Substitution, Keanu Baccus , Mathew Leckie 
750,44,Tunisia,home,93.0,Yellow card, Ferjani Sassi ,sin información
751,45,England,home,68.0,Substitution, Jack Grealish , Raheem Sterling 
752,45,England,home,69.0,Substitution, Jordan Henderson , Jude Bellingham 
753,45,USA,away,77.0,Substitution, Brenden Aaronson , Weston McKennie 
754,45,USA,away,78.0,Substitution, Shaq Moore , Sergiño Dest 
755,45,England,home,78.0,Substitution, Marcus Rashford , Bukayo Saka 
756,45,USA,away,83.0,Substitution, Giovanni Reyna , Tim Weah 
757,45,USA,away,83.0,Substitution, Josh Sargent , Haji Wright 
758,46,Netherlands,home,6.0,Goal, Cody Gakpo , Davy Klaassen 
759,46,Netherlands,home,45.0,Substitution, Memphis , Steven Bergwijn 
760,46,Ecuador,away,49.0,Goal, Enner Valencia ,sin información
761,46,Ecuador,away,57.0,Yellow card, Jhegson Méndez ,sin información
762,46,Netherlands,home,69.0,Substitution, Steven Berghuis , Davy Klaassen 
763,46,Ecuador,away,74.0,Substitution, Jeremy Sarmiento , Michael Estrada 
764,46,Netherlands,home,79.0,Substitution, Marten de Roon , Teun Koopmeiners 
765,46,Netherlands,home,80.0,Substitution, Wout Weghorst , Cody Gakpo 
766,46,Ecuador,away,90.0,Substitution, Kevin Rodríguez , Enner Valencia 
767,46,Ecuador,away,90.0,Substitution, Romario Ibarra , Gonzalo Plata 
768,47,Qatar,home,20.0,Yellow card, Ismail Mohammad ,sin información
769,47,Senegal,away,30.0,Yellow card, Boulaye Dia ,sin información
770,47,Senegal,away,41.0,Goal, Boulaye Dia ,sin información
771,47,Qatar,home,47.0,Yellow card, Homam Ahmed ,sin información
772,47,Senegal,away,48.0,Goal, Famara Diédhiou , Ismail Jakobs 
773,47,Senegal,away,52.0,Yellow card, Ismail Jakobs ,sin información
774,47,Senegal,away,64.0,Substitution, Pathé Ciss , Krépin Diatta 
775,47,Qatar,home,69.0,Substitution, Abdulaziz Hatem , Karim Boudiaf 
776,47,Senegal,away,74.0,Substitution, Bamba Dieng , Famara Diédhiou 
777,47,Qatar,home,74.0,Substitution, Mohammed Muntari , Hassan Al Haydos 
778,47,Senegal,away,74.0,Substitution, Iliman Ndiaye , Ismaïla Sarr 
779,47,Senegal,away,77.0,Substitution, Pape Abou Cissé , Ismail Jakobs 
780,47,Senegal,away,77.0,Substitution, Pape Matar Sarr , Nampalys Mendy 
781,47,Qatar,home,78.0,Goal, Mohammed Muntari , Ismail Mohammad 
782,47,Qatar,home,83.0,Substitution, Tarek Salman , Homam Ahmed 
783,47,Qatar,home,83.0,Substitution, Mohammed Waad , Pedro Miguel 
784,47,Senegal,away,84.0,Goal, Bamba Dieng , Iliman Ndiaye 
785,47,Senegal,away,87.0,Yellow card, Pathé Ciss ,sin información
786,47,Qatar,home,91.0,Yellow card, Assim Madibo ,sin información
787,48,Iran,away,15.0,Disallowed goal,Disallowed goal,sin información
788,48,Wales,home,48.0,Yellow card, Joe Rodon ,sin información
789,48,Wales,home,57.0,Substitution, Brennan Johnson , Connor Roberts 
790,48,Wales,home,58.0,Substitution, Daniel James , Harry Wilson 
791,48,Iran,away,68.0,Substitution, Karim Ansarifard , Sardar Azmoun 
792,48,Iran,away,77.0,Substitution, Alireza Jahanbakhsh , Ali Gholizadeh 
793,48,Iran,away,77.0,Substitution, Mehdi Torabi , Ehsan Hajsafi 
794,48,Wales,home,77.0,Substitution, Joe Allen , Ethan Ampadu 
795,48,Iran,away,78.0,Substitution, Roozbeh Cheshmi , Ahmad Nourollahi 
796,48,Iran,away,83.0,Substitution, Ali Karimi , Saeid Ezatolahi 
797,48,Wales,home,86.0,Red card, Wayne Hennessey ,sin información
798,48,Wales,home,87.0,Substitution, Danny Ward , Aaron Ramsey 
799,48,Iran,away,94.0,Yellow card, Ramin Rezaeian ,sin información
800,48,Iran,away,95.0,Yellow card, Alireza Jahanbakhsh ,sin información
801,48,Iran,away,98.0,Goal, Roozbeh Cheshmi ,sin información
802,48,Iran,away,101.0,Goal, Ramin Rezaeian , Mehdi Taremi 
803,49,Serbia,away,7.0,Yellow card, Strahinja Pavlović ,sin información
804,49,Serbia,away,49.0,Yellow card, Nemanja Gudelj ,sin información
805,49,Serbia,away,57.0,Substitution, Ivan Ilić , Nemanja Gudelj 
806,49,Serbia,away,57.0,Substitution, Nemanja Radonjić , Andrija Živković 
807,49,Brazil,home,62.0,Goal, Richarlison ,sin información
808,49,Serbia,away,64.0,Yellow card, Saša Lukić ,sin información
809,49,Serbia,away,66.0,Substitution, Darko Lazović , Saša Lukić 
810,49,Serbia,away,66.0,Substitution, Dušan Vlahović , Filip Mladenović 
811,49,Brazil,home,73.0,Goal, Richarlison , Vinícius Júnior 
812,49,Brazil,home,75.0,Substitution, Fred , Lucas Paquetá 
813,49,Brazil,home,76.0,Substitution, Rodrygo , Vinícius Júnior 
814,49,Brazil,home,79.0,Substitution, Gabriel Jesus , Richarlison 
815,49,Brazil,home,80.0,Substitution, Antony , Neymar 
816,49,Serbia,away,83.0,Substitution, Nemanja Maksimović , Aleksandar Mitrović 
817,49,Brazil,home,87.0,Substitution, Gabriel Martinelli , Raphinha 
818,50,Ghana,away,45.0,Yellow card, Mohammed Kudus ,sin información
819,50,Ghana,away,49.0,Yellow card, André Ayew ,sin información
820,50,Portugal,home,56.0,Substitution, William Carvalho , Otávio 
821,50,Ghana,away,57.0,Yellow card, Alidu Seidu ,sin información
822,50,Portugal,home,65.0,Penalty, Cristiano Ronaldo , Penalty 
823,50,Ghana,away,66.0,Substitution, Tariq Lamptey , Alidu Seidu 
824,50,Ghana,away,73.0,Goal, André Ayew ,sin información
825,50,Ghana,away,77.0,Substitution, Osman Bukari , Mohammed Kudus 
826,50,Portugal,home,77.0,Substitution, Rafael Leão , Rúben Neves 
827,50,Ghana,away,77.0,Substitution, Jordan Ayew , André Ayew 
828,50,Portugal,home,78.0,Goal, João Félix , Bruno Fernandes 
829,50,Portugal,home,80.0,Goal, Rafael Leão , Bruno Fernandes 
830,50,Portugal,home,88.0,Substitution, João Palhinha , Bernardo Silva 
831,50,Portugal,home,88.0,Substitution, João Mário , João Félix 
832,50,Portugal,home,88.0,Substitution, Gonçalo Ramos , Cristiano Ronaldo 
833,50,Ghana,away,89.0,Goal, Osman Bukari ,sin información
834,50,Portugal,home,91.0,Yellow card, Danilo Pereira ,sin información
835,50,Ghana,away,91.0,Yellow card, Iñaki Williams ,sin información
836,50,Ghana,away,92.0,Substitution, Daniel-Kofi Kyereh , Alexander Djiku 
837,50,Ghana,away,92.0,Substitution, Antoine Semenyo , Salis Abdul Samed 
838,50,Portugal,home,95.0,Yellow card, Bruno Fernandes ,sin información
839,51,Uruguay,home,57.0,Yellow card, Martín Cáceres ,sin información
840,51,Uruguay,home,64.0,Substitution, Edinson Cavani , Luis Suárez 
841,51,South Korea,away,74.0,Substitution, Cho Gue-sung , Hwang Ui-jo 
842,51,South Korea,away,74.0,Substitution, Son Jun-ho , Lee Jae-sung 
843,51,South Korea,away,75.0,Substitution, Lee Kang-in , Na Sang-ho 
844,51,Uruguay,home,78.0,Substitution, Nicolás de la Cruz , Matías Vecino 
845,51,Uruguay,home,79.0,Substitution, Matías Viña , Mathías Olivera 
846,51,South Korea,away,88.0,Yellow card, Cho Gue-sung ,sin información
847,51,Uruguay,home,88.0,Substitution, Guillermo Varela , Facundo Pellistri 
848,52,Cameroon,away,36.0,Yellow card, C Fai ,sin información
849,52,Switzerland,home,48.0,Goal, Breel Embolo , Xherdan Shaqiri 
850,52,Switzerland,home,64.0,Yellow card, Nico Elvedi ,sin información
851,52,Cameroon,away,68.0,Substitution, Gaël Ondoua , Martin Hongla 
852,52,Switzerland,home,71.0,Substitution, Fabian Frei , Djibril Sow 
853,52,Switzerland,home,72.0,Substitution, Noah Okafor , Xherdan Shaqiri 
854,52,Switzerland,home,72.0,Substitution, Haris Seferovic , Breel Embolo 
855,52,Cameroon,away,74.0,Substitution, Vincent Aboubakar , Eric Maxim Choupo-Moting 
